[2020-12-01 00:14:48] INFO: Algorithm options {'data_train_opt': {'batch_size': 128, 'unsupervised': True, 'random_sized_crop': False, 'dataset_name': 'miniplaces', 'split': 'train'}, 'data_test_opt': {'batch_size': 128, 'unsupervised': True, 'random_sized_crop': False, 'dataset_name': 'miniplaces', 'split': 'val'}, 'max_num_epochs': 50, 'networks': {'feature': {'def_file': 'architectures/AlexNetFeature.py', 'pretrained': None, 'opt': {}, 'optim_params': {'optim_type': 'sgd', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True, 'LUT_lr': [(25, 0.01), (30, 0.001), (40, 0.0001), (210, 1e-05), (230, 0.0001), (245, 1e-05)]}}, 'classifier': {'def_file': 'architectures/AlexNetClassifier.py', 'pretrained': None, 'opt': {'num_classes': 24}, 'optim_params': {'optim_type': 'sgd', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True, 'LUT_lr': [(25, 0.01), (30, 0.001), (40, 0.0001), (210, 1e-05), (230, 0.0001), (245, 1e-05)]}}, 'norm': {'def_file': 'architectures/LinearTransformationNorm.py', 'pretrained': None, 'opt': {'low_dim': 128, 'num_feat': 2048}, 'optim_params': {'optim_type': 'sgd', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True, 'LUT_lr': [(25, 0.01), (30, 0.001), (40, 0.0001), (210, 1e-05), (230, 0.0001), (245, 1e-05)]}}}, 'criterions': {'loss_cls': {'ctype': 'CrossEntropyLoss', 'opt': {'reduce': False}}, 'loss_mse': {'ctype': 'MSELoss', 'opt': None}, 'nce_average': {'ctype': 'NCEAverage', 'opt': {'def_file': 'architectures/NCEAverage.py', 'net_opt': {'low_dim': 128, 'ndata': 100000, 'nce_k': 4096, 'nce_t': 0.07, 'nce_m': 0.5}}}, 'nce_criterion': {'ctype': 'NCECriterion', 'opt': {'def_file': 'architectures/NCECriterion.py', 'net_opt': {'ndata': 100000}}}}, 'lambda_loss': {'cls': 1.0, 'mse': 1.0, 'nce': 1.0}, 'gama': 2, 'algorithm_type': 'DecouplingColorModel', 'exp_dir': '../_experiments/Miniplaces_DecouplingColor_AlexNet', 'disp_step': 1}
[2020-12-01 00:14:48] INFO: Set network feature
[2020-12-01 00:14:48] INFO: ==> Initiliaze network feature from file architectures/AlexNetFeature.py with opts: {}
[2020-12-01 00:14:48] INFO: Set network classifier
[2020-12-01 00:14:48] INFO: ==> Initiliaze network classifier from file architectures/AlexNetClassifier.py with opts: {'num_classes': 24}
[2020-12-01 00:14:48] INFO: Set network norm
[2020-12-01 00:14:48] INFO: ==> Initiliaze network norm from file architectures/LinearTransformationNorm.py with opts: {'low_dim': 128, 'num_feat': 2048}
[2020-12-01 00:14:48] INFO: Initialize criterion[loss_cls]: CrossEntropyLoss with options: {'reduce': False}
[2020-12-01 00:14:48] INFO: Initialize criterion[loss_mse]: MSELoss with options: None
[2020-12-01 00:14:48] INFO: Initialize criterion[nce_average]: NCEAverage with options: {'def_file': 'architectures/NCEAverage.py', 'net_opt': {'low_dim': 128, 'ndata': 100000, 'nce_k': 4096, 'nce_t': 0.07, 'nce_m': 0.5}}
[2020-12-01 00:14:50] INFO: Initialize criterion[nce_criterion]: NCECriterion with options: {'def_file': 'architectures/NCECriterion.py', 'net_opt': {'ndata': 100000}}
[2020-12-01 00:14:50] INFO: ==> Initiliaze network NCECriterion from file architectures/NCECriterion.py with opts: {'ndata': 100000}
[2020-12-01 00:14:52] INFO: Load checkpoint of epoch 45
[2020-12-01 00:14:53] INFO: Initialize optimizer: sgd with params: {'optim_type': 'sgd', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True, 'LUT_lr': [(25, 0.01), (30, 0.001), (40, 0.0001), (210, 1e-05), (230, 0.0001), (245, 1e-05)]} for network: feature
[2020-12-01 00:14:53] INFO: Initialize optimizer: sgd with params: {'optim_type': 'sgd', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True, 'LUT_lr': [(25, 0.01), (30, 0.001), (40, 0.0001), (210, 1e-05), (230, 0.0001), (245, 1e-05)]} for network: classifier
[2020-12-01 00:14:53] INFO: Initialize optimizer: sgd with params: {'optim_type': 'sgd', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True, 'LUT_lr': [(25, 0.01), (30, 0.001), (40, 0.0001), (210, 1e-05), (230, 0.0001), (245, 1e-05)]} for network: norm
[2020-12-01 00:14:54] INFO: 

[2020-12-01 00:14:54] INFO: Training epoch [ 46 /  50]
[2020-12-01 00:14:54] INFO: ==> Set to feature optimizer lr = 0.0000100000
[2020-12-01 00:14:54] INFO: ==> Set to classifier optimizer lr = 0.0000100000
[2020-12-01 00:14:54] INFO: ==> Set to norm optimizer lr = 0.0000100000
[2020-12-01 00:14:54] INFO: Training: Miniplaces_DecouplingColor_AlexNet
[2020-12-01 00:14:54] INFO: ==> Dataset: miniplaces_train [100000 images]
[2020-12-01 00:14:54] INFO: ==> Iteration steps in one epoch: 782 [batch size 128]
[2020-12-01 00:15:01] INFO: ==> Iteration [ 46][   1 /  782]: {'prec_cls': 97.2005, 'loss': 1.4698, 'loss_cls': 0.0803, 'loss_mse': 0.0008, 'loss_nce': 1.3887, 'load_time': 2.4884, 'process_time': 97.5116}
[2020-12-01 00:15:17] INFO: ==> Iteration [ 46][  22 /  782]: {'prec_cls': 98.1209, 'loss': 1.5408, 'loss_cls': 0.0775, 'loss_mse': 0.0008, 'loss_nce': 1.4625, 'load_time': 54.1368, 'process_time': 45.8632}
[2020-12-01 00:15:18] INFO: ==> Iteration [ 46][  23 /  782]: {'prec_cls': 98.1375, 'loss': 1.5428, 'loss_cls': 0.0772, 'loss_mse': 0.0008, 'loss_nce': 1.4648, 'load_time': 54.391, 'process_time': 45.609}
[2020-12-01 00:15:19] INFO: ==> Iteration [ 46][  24 /  782]: {'prec_cls': 98.0998, 'loss': 1.5515, 'loss_cls': 0.078, 'loss_mse': 0.0008, 'loss_nce': 1.4727, 'load_time': 54.6279, 'process_time': 45.3721}
[2020-12-01 00:15:19] INFO: ==> Iteration [ 46][  25 /  782]: {'prec_cls': 98.0964, 'loss': 1.555, 'loss_cls': 0.0777, 'loss_mse': 0.0008, 'loss_nce': 1.4764, 'load_time': 54.9031, 'process_time': 45.0969}
[2020-12-01 00:15:20] INFO: ==> Iteration [ 46][  26 /  782]: {'prec_cls': 98.0631, 'loss': 1.5571, 'loss_cls': 0.0783, 'loss_mse': 0.0008, 'loss_nce': 1.478, 'load_time': 55.1763, 'process_time': 44.8237}
[2020-12-01 00:15:21] INFO: ==> Iteration [ 46][  27 /  782]: {'prec_cls': 98.0855, 'loss': 1.5552, 'loss_cls': 0.0777, 'loss_mse': 0.0008, 'loss_nce': 1.4767, 'load_time': 55.3629, 'process_time': 44.6371}
[2020-12-01 00:15:22] INFO: ==> Iteration [ 46][  28 /  782]: {'prec_cls': 98.1015, 'loss': 1.556, 'loss_cls': 0.0773, 'loss_mse': 0.0008, 'loss_nce': 1.4779, 'load_time': 55.5279, 'process_time': 44.4721}
[2020-12-01 00:15:22] INFO: ==> Iteration [ 46][  29 /  782]: {'prec_cls': 98.1457, 'loss': 1.5554, 'loss_cls': 0.0763, 'loss_mse': 0.0008, 'loss_nce': 1.4784, 'load_time': 55.6879, 'process_time': 44.3121}
[2020-12-01 00:15:23] INFO: ==> Iteration [ 46][  30 /  782]: {'prec_cls': 98.1358, 'loss': 1.5543, 'loss_cls': 0.0765, 'loss_mse': 0.0008, 'loss_nce': 1.4771, 'load_time': 55.8965, 'process_time': 44.1035}
[2020-12-01 00:15:24] INFO: ==> Iteration [ 46][  31 /  782]: {'prec_cls': 98.1403, 'loss': 1.5515, 'loss_cls': 0.0763, 'loss_mse': 0.0008, 'loss_nce': 1.4744, 'load_time': 56.0939, 'process_time': 43.9061}
[2020-12-01 00:15:25] INFO: ==> Iteration [ 46][  32 /  782]: {'prec_cls': 98.1578, 'loss': 1.5501, 'loss_cls': 0.0758, 'loss_mse': 0.0008, 'loss_nce': 1.4736, 'load_time': 56.2745, 'process_time': 43.7255}
[2020-12-01 00:15:26] INFO: ==> Iteration [ 46][  33 /  782]: {'prec_cls': 98.1534, 'loss': 1.5494, 'loss_cls': 0.0763, 'loss_mse': 0.0008, 'loss_nce': 1.4723, 'load_time': 56.4621, 'process_time': 43.5379}
[2020-12-01 00:15:26] INFO: ==> Iteration [ 46][  34 /  782]: {'prec_cls': 98.1685, 'loss': 1.5473, 'loss_cls': 0.0757, 'loss_mse': 0.0008, 'loss_nce': 1.4708, 'load_time': 56.5942, 'process_time': 43.4058}
[2020-12-01 00:15:27] INFO: ==> Iteration [ 46][  35 /  782]: {'prec_cls': 98.1575, 'loss': 1.549, 'loss_cls': 0.0757, 'loss_mse': 0.0008, 'loss_nce': 1.4725, 'load_time': 56.6909, 'process_time': 43.3091}
[2020-12-01 00:15:28] INFO: ==> Iteration [ 46][  36 /  782]: {'prec_cls': 98.1409, 'loss': 1.5518, 'loss_cls': 0.0762, 'loss_mse': 0.0008, 'loss_nce': 1.4748, 'load_time': 56.8291, 'process_time': 43.1709}
[2020-12-01 00:15:29] INFO: ==> Iteration [ 46][  37 /  782]: {'prec_cls': 98.1225, 'loss': 1.5502, 'loss_cls': 0.0764, 'loss_mse': 0.0008, 'loss_nce': 1.473, 'load_time': 56.9696, 'process_time': 43.0304}
[2020-12-01 00:15:30] INFO: ==> Iteration [ 46][  38 /  782]: {'prec_cls': 98.1137, 'loss': 1.5508, 'loss_cls': 0.0764, 'loss_mse': 0.0008, 'loss_nce': 1.4736, 'load_time': 57.0896, 'process_time': 42.9104}
[2020-12-01 00:15:30] INFO: ==> Iteration [ 46][  39 /  782]: {'prec_cls': 98.1011, 'loss': 1.5499, 'loss_cls': 0.0767, 'loss_mse': 0.0008, 'loss_nce': 1.4724, 'load_time': 57.1703, 'process_time': 42.8297}
[2020-12-01 00:15:31] INFO: ==> Iteration [ 46][  40 /  782]: {'prec_cls': 98.0941, 'loss': 1.551, 'loss_cls': 0.0774, 'loss_mse': 0.0008, 'loss_nce': 1.4728, 'load_time': 57.2716, 'process_time': 42.7284}
[2020-12-01 00:15:32] INFO: ==> Iteration [ 46][  41 /  782]: {'prec_cls': 98.1191, 'loss': 1.5552, 'loss_cls': 0.0767, 'loss_mse': 0.0008, 'loss_nce': 1.4777, 'load_time': 57.3681, 'process_time': 42.6319}
[2020-12-01 00:15:33] INFO: ==> Iteration [ 46][  42 /  782]: {'prec_cls': 98.129, 'loss': 1.5552, 'loss_cls': 0.0764, 'loss_mse': 0.0008, 'loss_nce': 1.4779, 'load_time': 57.4333, 'process_time': 42.5667}
[2020-12-01 00:15:34] INFO: ==> Iteration [ 46][  43 /  782]: {'prec_cls': 98.1423, 'loss': 1.5567, 'loss_cls': 0.0763, 'loss_mse': 0.0008, 'loss_nce': 1.4796, 'load_time': 57.5368, 'process_time': 42.4632}
[2020-12-01 00:15:34] INFO: ==> Iteration [ 46][  44 /  782]: {'prec_cls': 98.1534, 'loss': 1.5567, 'loss_cls': 0.0762, 'loss_mse': 0.0008, 'loss_nce': 1.4797, 'load_time': 57.5945, 'process_time': 42.4055}
[2020-12-01 00:15:35] INFO: ==> Iteration [ 46][  45 /  782]: {'prec_cls': 98.1264, 'loss': 1.5595, 'loss_cls': 0.0766, 'loss_mse': 0.0008, 'loss_nce': 1.4821, 'load_time': 57.6534, 'process_time': 42.3466}
[2020-12-01 00:15:36] INFO: ==> Iteration [ 46][  46 /  782]: {'prec_cls': 98.1403, 'loss': 1.5571, 'loss_cls': 0.0762, 'loss_mse': 0.0008, 'loss_nce': 1.4801, 'load_time': 57.7061, 'process_time': 42.2939}
[2020-12-01 00:15:37] INFO: ==> Iteration [ 46][  47 /  782]: {'prec_cls': 98.1549, 'loss': 1.5588, 'loss_cls': 0.0758, 'loss_mse': 0.0008, 'loss_nce': 1.4822, 'load_time': 57.7615, 'process_time': 42.2385}
[2020-12-01 00:15:37] INFO: ==> Iteration [ 46][  48 /  782]: {'prec_cls': 98.1452, 'loss': 1.5592, 'loss_cls': 0.076, 'loss_mse': 0.0008, 'loss_nce': 1.4824, 'load_time': 57.835, 'process_time': 42.165}
[2020-12-01 00:15:38] INFO: ==> Iteration [ 46][  49 /  782]: {'prec_cls': 98.1259, 'loss': 1.56, 'loss_cls': 0.0763, 'loss_mse': 0.0008, 'loss_nce': 1.4829, 'load_time': 57.9172, 'process_time': 42.0828}
[2020-12-01 00:15:39] INFO: ==> Iteration [ 46][  50 /  782]: {'prec_cls': 98.1256, 'loss': 1.5598, 'loss_cls': 0.0762, 'loss_mse': 0.0008, 'loss_nce': 1.4828, 'load_time': 57.9843, 'process_time': 42.0157}
[2020-12-01 00:15:40] INFO: ==> Iteration [ 46][  51 /  782]: {'prec_cls': 98.0998, 'loss': 1.5608, 'loss_cls': 0.0771, 'loss_mse': 0.0008, 'loss_nce': 1.4829, 'load_time': 58.0482, 'process_time': 41.9518}
[2020-12-01 00:15:41] INFO: ==> Iteration [ 46][  52 /  782]: {'prec_cls': 98.0982, 'loss': 1.5586, 'loss_cls': 0.0771, 'loss_mse': 0.0008, 'loss_nce': 1.4807, 'load_time': 58.107, 'process_time': 41.893}
[2020-12-01 00:15:41] INFO: ==> Iteration [ 46][  53 /  782]: {'prec_cls': 98.1058, 'loss': 1.556, 'loss_cls': 0.0769, 'loss_mse': 0.0008, 'loss_nce': 1.4783, 'load_time': 58.1792, 'process_time': 41.8208}
[2020-12-01 00:15:42] INFO: ==> Iteration [ 46][  54 /  782]: {'prec_cls': 98.1066, 'loss': 1.5541, 'loss_cls': 0.0768, 'loss_mse': 0.0008, 'loss_nce': 1.4765, 'load_time': 58.2303, 'process_time': 41.7697}
[2020-12-01 00:15:43] INFO: ==> Iteration [ 46][  55 /  782]: {'prec_cls': 98.099, 'loss': 1.5522, 'loss_cls': 0.0768, 'loss_mse': 0.0008, 'loss_nce': 1.4746, 'load_time': 58.2926, 'process_time': 41.7074}
[2020-12-01 00:15:44] INFO: ==> Iteration [ 46][  56 /  782]: {'prec_cls': 98.0475, 'loss': 1.552, 'loss_cls': 0.0777, 'loss_mse': 0.0008, 'loss_nce': 1.4735, 'load_time': 58.3571, 'process_time': 41.6429}
[2020-12-01 00:15:45] INFO: ==> Iteration [ 46][  57 /  782]: {'prec_cls': 98.076, 'loss': 1.5505, 'loss_cls': 0.0772, 'loss_mse': 0.0008, 'loss_nce': 1.4725, 'load_time': 58.418, 'process_time': 41.582}
[2020-12-01 00:15:45] INFO: ==> Iteration [ 46][  58 /  782]: {'prec_cls': 98.0867, 'loss': 1.5486, 'loss_cls': 0.077, 'loss_mse': 0.0008, 'loss_nce': 1.4708, 'load_time': 58.4676, 'process_time': 41.5324}
[2020-12-01 00:15:46] INFO: ==> Iteration [ 46][  59 /  782]: {'prec_cls': 98.0921, 'loss': 1.5488, 'loss_cls': 0.0769, 'loss_mse': 0.0008, 'loss_nce': 1.4711, 'load_time': 58.516, 'process_time': 41.484}
[2020-12-01 00:15:47] INFO: ==> Iteration [ 46][  60 /  782]: {'prec_cls': 98.1087, 'loss': 1.547, 'loss_cls': 0.0765, 'loss_mse': 0.0008, 'loss_nce': 1.4696, 'load_time': 58.5732, 'process_time': 41.4268}
[2020-12-01 00:15:48] INFO: ==> Iteration [ 46][  61 /  782]: {'prec_cls': 98.1029, 'loss': 1.5476, 'loss_cls': 0.0767, 'loss_mse': 0.0008, 'loss_nce': 1.4701, 'load_time': 58.6135, 'process_time': 41.3865}
[2020-12-01 00:15:49] INFO: ==> Iteration [ 46][  62 /  782]: {'prec_cls': 98.1162, 'loss': 1.5471, 'loss_cls': 0.0763, 'loss_mse': 0.0008, 'loss_nce': 1.47, 'load_time': 58.6715, 'process_time': 41.3285}
[2020-12-01 00:15:49] INFO: ==> Iteration [ 46][  63 /  782]: {'prec_cls': 98.1016, 'loss': 1.5476, 'loss_cls': 0.0767, 'loss_mse': 0.0008, 'loss_nce': 1.4701, 'load_time': 58.7193, 'process_time': 41.2807}
[2020-12-01 00:15:50] INFO: ==> Iteration [ 46][  64 /  782]: {'prec_cls': 98.0779, 'loss': 1.5495, 'loss_cls': 0.0773, 'loss_mse': 0.0008, 'loss_nce': 1.4713, 'load_time': 58.7699, 'process_time': 41.2301}
[2020-12-01 00:15:51] INFO: ==> Iteration [ 46][  65 /  782]: {'prec_cls': 98.0749, 'loss': 1.5496, 'loss_cls': 0.0773, 'loss_mse': 0.0008, 'loss_nce': 1.4715, 'load_time': 58.8183, 'process_time': 41.1817}
[2020-12-01 00:15:52] INFO: ==> Iteration [ 46][  66 /  782]: {'prec_cls': 98.0631, 'loss': 1.5505, 'loss_cls': 0.0774, 'loss_mse': 0.0008, 'loss_nce': 1.4723, 'load_time': 58.8674, 'process_time': 41.1326}
[2020-12-01 00:15:53] INFO: ==> Iteration [ 46][  67 /  782]: {'prec_cls': 98.0717, 'loss': 1.5489, 'loss_cls': 0.0773, 'loss_mse': 0.0008, 'loss_nce': 1.4709, 'load_time': 58.9137, 'process_time': 41.0863}
