[2020-11-20 14:42:14] INFO: Algorithm options {'data_train_opt': {'batch_size': 128, 'unsupervised': True, 'random_sized_crop': False, 'dataset_name': 'tiny-imagenet', 'split': 'train'}, 'data_test_opt': {'batch_size': 128, 'unsupervised': True, 'random_sized_crop': False, 'dataset_name': 'tiny-imagenet', 'split': 'val'}, 'max_num_epochs': 25, 'networks': {'feature': {'def_file': 'architectures/AlexNetFeature.py', 'pretrained': None, 'opt': {}, 'optim_params': {'optim_type': 'sgd', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True, 'LUT_lr': [(90, 0.01), (130, 0.001), (190, 0.0001), (210, 1e-05), (230, 0.0001), (245, 1e-05)]}}, 'classifier': {'def_file': 'architectures/AlexNetClassifier.py', 'pretrained': None, 'opt': {'num_classes': 24}, 'optim_params': {'optim_type': 'sgd', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True, 'LUT_lr': [(90, 0.01), (130, 0.001), (190, 0.0001), (210, 1e-05), (230, 0.0001), (245, 1e-05)]}}, 'norm': {'def_file': 'architectures/LinearTransformationNorm.py', 'pretrained': None, 'opt': {'low_dim': 128, 'num_feat': 2048}, 'optim_params': {'optim_type': 'sgd', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True, 'LUT_lr': [(90, 0.01), (130, 0.001), (190, 0.0001), (210, 1e-05), (230, 0.0001), (245, 1e-05)]}}}, 'criterions': {'loss_cls': {'ctype': 'CrossEntropyLoss', 'opt': {'reduce': False}}, 'loss_mse': {'ctype': 'MSELoss', 'opt': None}, 'nce_average': {'ctype': 'NCEAverage', 'opt': {'def_file': 'architectures/NCEAverage.py', 'net_opt': {'low_dim': 128, 'ndata': 100000, 'nce_k': 4096, 'nce_t': 0.07, 'nce_m': 0.5}}}, 'nce_criterion': {'ctype': 'NCECriterion', 'opt': {'def_file': 'architectures/NCECriterion.py', 'net_opt': {'ndata': 100000}}}}, 'lambda_loss': {'cls': 1.0, 'mse': 1.0, 'nce': 1.0}, 'gama': 2, 'algorithm_type': 'DecouplingColorModel', 'exp_dir': '../_experiments/TinyImageNet_DecouplingColor_AlexNet', 'disp_step': 1}
[2020-11-20 14:42:14] INFO: Set network feature
[2020-11-20 14:42:14] INFO: ==> Initiliaze network feature from file architectures/AlexNetFeature.py with opts: {}
[2020-11-20 14:42:15] INFO: Set network classifier
[2020-11-20 14:42:15] INFO: ==> Initiliaze network classifier from file architectures/AlexNetClassifier.py with opts: {'num_classes': 24}
[2020-11-20 14:42:15] INFO: Set network norm
[2020-11-20 14:42:15] INFO: ==> Initiliaze network norm from file architectures/LinearTransformationNorm.py with opts: {'low_dim': 128, 'num_feat': 2048}
[2020-11-20 14:42:15] INFO: Initialize criterion[loss_cls]: CrossEntropyLoss with options: {'reduce': False}
[2020-11-20 14:42:15] INFO: Initialize criterion[loss_mse]: MSELoss with options: None
[2020-11-20 14:42:15] INFO: Initialize criterion[nce_average]: NCEAverage with options: {'def_file': 'architectures/NCEAverage.py', 'net_opt': {'low_dim': 128, 'ndata': 100000, 'nce_k': 4096, 'nce_t': 0.07, 'nce_m': 0.5}}
[2020-11-20 14:42:16] INFO: Initialize criterion[nce_criterion]: NCECriterion with options: {'def_file': 'architectures/NCECriterion.py', 'net_opt': {'ndata': 100000}}
[2020-11-20 14:42:16] INFO: ==> Initiliaze network NCECriterion from file architectures/NCECriterion.py with opts: {'ndata': 100000}
[2020-11-20 14:42:22] INFO: Initialize optimizer: sgd with params: {'optim_type': 'sgd', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True, 'LUT_lr': [(90, 0.01), (130, 0.001), (190, 0.0001), (210, 1e-05), (230, 0.0001), (245, 1e-05)]} for network: feature
[2020-11-20 14:42:22] INFO: Initialize optimizer: sgd with params: {'optim_type': 'sgd', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True, 'LUT_lr': [(90, 0.01), (130, 0.001), (190, 0.0001), (210, 1e-05), (230, 0.0001), (245, 1e-05)]} for network: classifier
[2020-11-20 14:42:22] INFO: Initialize optimizer: sgd with params: {'optim_type': 'sgd', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True, 'LUT_lr': [(90, 0.01), (130, 0.001), (190, 0.0001), (210, 1e-05), (230, 0.0001), (245, 1e-05)]} for network: norm
[2020-11-20 14:42:22] INFO: 

[2020-11-20 14:42:22] INFO: Training epoch [  1 /  25]
[2020-11-20 14:42:22] INFO: ==> Set to feature optimizer lr = 0.0100000000
[2020-11-20 14:42:22] INFO: ==> Set to classifier optimizer lr = 0.0100000000
[2020-11-20 14:42:22] INFO: ==> Set to norm optimizer lr = 0.0100000000
[2020-11-20 14:42:22] INFO: Training: TinyImageNet_DecouplingColor_AlexNet
[2020-11-20 14:42:22] INFO: ==> Dataset: tiny-imagenet_train [100000 images]
[2020-11-20 14:42:22] INFO: ==> Iteration steps in one epoch: 782 [batch size 128]
[2020-11-20 14:42:29] INFO: ==> Iteration [  1][   1 /  782]: {'prec_cls': 3.1901, 'loss': 13.4157, 'loss_cls': 3.2098, 'loss_mse': 0.0836, 'loss_nce': 10.1223, 'load_time': 2.2481, 'process_time': 97.7519}
[2020-11-20 14:42:30] INFO: ==> Iteration [  1][   2 /  782]: {'prec_cls': 3.4831, 'loss': 13.4294, 'loss_cls': 3.2055, 'loss_mse': 0.078, 'loss_nce': 10.1458, 'load_time': 12.1188, 'process_time': 87.8812}
[2020-11-20 14:42:31] INFO: ==> Iteration [  1][   3 /  782]: {'prec_cls': 3.9605, 'loss': 13.6377, 'loss_cls': 3.2023, 'loss_mse': 0.0741, 'loss_nce': 10.3612, 'load_time': 18.4737, 'process_time': 81.5263}
[2020-11-20 14:42:31] INFO: ==> Iteration [  1][   4 /  782]: {'prec_cls': 4.2806, 'loss': 13.8223, 'loss_cls': 3.1976, 'loss_mse': 0.0696, 'loss_nce': 10.5551, 'load_time': 23.8635, 'process_time': 76.1365}
[2020-11-20 14:42:32] INFO: ==> Iteration [  1][   5 /  782]: {'prec_cls': 4.4661, 'loss': 13.971, 'loss_cls': 3.1934, 'loss_mse': 0.0649, 'loss_nce': 10.7127, 'load_time': 29.8537, 'process_time': 70.1463}
[2020-11-20 14:42:33] INFO: ==> Iteration [  1][   6 /  782]: {'prec_cls': 4.7418, 'loss': 14.1325, 'loss_cls': 3.1898, 'loss_mse': 0.061, 'loss_nce': 10.8816, 'load_time': 34.8553, 'process_time': 65.1447}
[2020-11-20 14:42:34] INFO: ==> Iteration [  1][   7 /  782]: {'prec_cls': 4.8921, 'loss': 14.3225, 'loss_cls': 3.1857, 'loss_mse': 0.0575, 'loss_nce': 11.0793, 'load_time': 38.4004, 'process_time': 61.5996}
[2020-11-20 14:42:34] INFO: ==> Iteration [  1][   8 /  782]: {'prec_cls': 5.0212, 'loss': 14.5281, 'loss_cls': 3.1831, 'loss_mse': 0.0547, 'loss_nce': 11.2903, 'load_time': 41.0998, 'process_time': 58.9002}
[2020-11-20 14:42:35] INFO: ==> Iteration [  1][   9 /  782]: {'prec_cls': 5.2554, 'loss': 14.7589, 'loss_cls': 3.177, 'loss_mse': 0.0518, 'loss_nce': 11.5301, 'load_time': 43.1926, 'process_time': 56.8074}
[2020-11-20 14:42:36] INFO: ==> Iteration [  1][  10 /  782]: {'prec_cls': 5.2539, 'loss': 14.9513, 'loss_cls': 3.1752, 'loss_mse': 0.0495, 'loss_nce': 11.7265, 'load_time': 45.0442, 'process_time': 54.9558}
[2020-11-20 14:42:37] INFO: ==> Iteration [  1][  11 /  782]: {'prec_cls': 5.4392, 'loss': 15.154, 'loss_cls': 3.1686, 'loss_mse': 0.0471, 'loss_nce': 11.9384, 'load_time': 46.5671, 'process_time': 53.4329}
[2020-11-20 14:42:38] INFO: ==> Iteration [  1][  12 /  782]: {'prec_cls': 5.5827, 'loss': 15.3305, 'loss_cls': 3.163, 'loss_mse': 0.0448, 'loss_nce': 12.1227, 'load_time': 47.8117, 'process_time': 52.1883}
[2020-11-20 14:42:39] INFO: ==> Iteration [  1][  13 /  782]: {'prec_cls': 5.6641, 'loss': 15.5504, 'loss_cls': 3.159, 'loss_mse': 0.0426, 'loss_nce': 12.3488, 'load_time': 48.7439, 'process_time': 51.2561}
[2020-11-20 14:42:39] INFO: ==> Iteration [  1][  14 /  782]: {'prec_cls': 5.7896, 'loss': 15.7652, 'loss_cls': 3.1564, 'loss_mse': 0.0407, 'loss_nce': 12.5681, 'load_time': 49.5358, 'process_time': 50.4642}
[2020-11-20 14:42:40] INFO: ==> Iteration [  1][  15 /  782]: {'prec_cls': 5.8529, 'loss': 15.982, 'loss_cls': 3.1542, 'loss_mse': 0.0388, 'loss_nce': 12.789, 'load_time': 50.2296, 'process_time': 49.7704}
[2020-11-20 14:42:41] INFO: ==> Iteration [  1][  16 /  782]: {'prec_cls': 5.953, 'loss': 16.1607, 'loss_cls': 3.1509, 'loss_mse': 0.037, 'loss_nce': 12.9727, 'load_time': 50.8451, 'process_time': 49.1549}
[2020-11-20 14:42:42] INFO: ==> Iteration [  1][  17 /  782]: {'prec_cls': 6.0298, 'loss': 16.3309, 'loss_cls': 3.1486, 'loss_mse': 0.0355, 'loss_nce': 13.1468, 'load_time': 51.4462, 'process_time': 48.5538}
[2020-11-20 14:42:43] INFO: ==> Iteration [  1][  18 /  782]: {'prec_cls': 6.1089, 'loss': 16.5448, 'loss_cls': 3.1453, 'loss_mse': 0.034, 'loss_nce': 13.3655, 'load_time': 51.997, 'process_time': 48.003}
[2020-11-20 14:42:43] INFO: ==> Iteration [  1][  19 /  782]: {'prec_cls': 6.1472, 'loss': 16.7414, 'loss_cls': 3.141, 'loss_mse': 0.0327, 'loss_nce': 13.5678, 'load_time': 52.5141, 'process_time': 47.4859}
[2020-11-20 14:42:44] INFO: ==> Iteration [  1][  20 /  782]: {'prec_cls': 6.1377, 'loss': 16.9483, 'loss_cls': 3.1421, 'loss_mse': 0.0314, 'loss_nce': 13.7749, 'load_time': 52.8881, 'process_time': 47.1119}
[2020-11-20 14:42:45] INFO: ==> Iteration [  1][  21 /  782]: {'prec_cls': 6.157, 'loss': 17.1246, 'loss_cls': 3.1414, 'loss_mse': 0.0303, 'loss_nce': 13.9529, 'load_time': 53.2072, 'process_time': 46.7928}
